VMName;RAM;RAM_percentage;RAM_LastAvgUse_Gb_SD;CPUCount;CPU_percentage;CPU_LastAvgUse_MHz_SD;NETWORK_LastInboundAvgUse_Kbps_P95;NETWORK_LastInboundAvgUse_Kbps_SD;NETWORK_LastOutboundAvgUse_Kbps_P95;NETWORK_LastOutboundAvgUse_Kbps_SD
148314_MRM (ee7ac645-d50f-48b5-82a1-b714645a4169);8;30;0;2;1;16;0;1;0;0
149839_avansat_clt;16;72;3;1;103;863;0;0;0;0
149839_central (a12c4d14-70d4-40b2-9bbe-dbf14bcde6cf);4;95;0;1;6;45;59;21;90;32
149839_interno (e6bba192-3101-49b5-a5f6-68da36e3ff7b);4;96;0;1;84;513;612;167;233;161
149839_oetbd (ca7e4f12-feba-48f8-a383-d22ed66deb7a);12;98;0;4;10;350;35;27;85;193
149839_OETRPA-AA-V113 (bc04179f-c976-4129-b1e3-3326724408e9);4;100;0;2;104;932;0;573;0;13
149839_report (bfc55164-b1c0-480f-b026-9f43a690ce2d);6;97;0;2;6;137;233;140;437;225
149839_ut (0fcd11bb-1321-4609-a2d7-144e7849e26c);4;95;0;2;1;64;8;11;10;15
150786_AVSOC_DEBIAN_8.1_X64 (3dcb462e-9e9c-45ee-b813-83ea0f061a65);2;100;0;1;1;6;0;1;0;1
150786_HEIMDALL_FAZ (b8721b24-7816-4342-aea8-63c3be022feb);2;100;0;2;14;181;193;74;17;7
150786_SAGA_QUALYS (d87d50e0-3b83-4fab-8ba9-ccad6d902c10);2;16;0;1;1;2;0;0;0;0
150786_TippingPoint_vSMS (29442fb8-a49e-4983-8834-475ac595994c);12;100;0;2;19;340;11;13;4;144
175349_WINDOWS_2012_R2_STD_150118;20;100;0;2;6;57;33;12;35;13
178527_AD01_cl_co (b8e481bf-948e-489d-ad0c-d67be4f026ff);2;100;0;2;4;81;8;2;10;8
178531_CF_cl_Web (aa9a177b-7e7b-4ecc-9604-bb2aa5e5ebc1);4;100;0;2;3;45;2;12;9;20
179516_COFINALOPA;24;78;2;12;5;201;0;0;0;0
179517_COBOGWBPCOFINALZVM;4;99;0;2;24;301;147;8;8;0
180222_SRVSQL03_ICA (06ecab10-7c35-4588-9680-0ffb74de616c);32;80;3;12;1;212;15;145;63;39
182331_TTMSAP01_SAP (03b3d910-dc40-4872-a5a5-26b1206a4361);18;100;1;4;13;383;48;21;388;262
182660_SUSE_LINUX_ENTERPRISE_SERVER_12_SP2_HANA_64Bit;24;99;2;4;13;600;885;933;234;189
182662_SUSE_LINUX_ENTERPRISE_SERVER_12_SP2_HANA_64Bit;1024;43;59;14;10;747;577;182;1640;841
183732_SUSE_SAP_ORIGINAL_130818;64;97;6;8;14;603;24;9;40;205
184411_SUSE_retored;24;97;0;8;1;4;0;0;0;0
184867_SUSE_LINUX_ENTERPRISE_SERVER_12_SP2_HANA_64Bit;1500;30;32;18;9;691;314;147;926;490
186197_RHEL_7.3_HANA_PRUEBAS (0ee375cc-2f7e-4764-990a-e838b4cb07cf);256;85;0;10;1;8;0;8;0;0
186465_NEPTUNO_S_18%2f05%2f19;12;4;0;8;8;15;0;0;0;0
187792_SUSE_SAP_HANA_13052019;64;31;1;8;6;383;7347;3061;1305;535
188550_PROD_CLSAASP03 (f0af7f97-5cef-4d29-9f95-1133ee4bf9d7);4;100;0;2;2;24;3;2;63;25
188836_PARKING_BIBUK (9569a68e-7208-42ae-ad6b-e584efff8e23);4;100;0;4;8;175;50;33;32;693
191909_REDHAT_ENTERPRISE_LINUX_7.0_64Bits;32;99;7;6;0;13;0;48;0;6
387847_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;128;100;2;8;18;1793;605;29389;142;6560
402748_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;50;100;12;16;10;1016;200;92;36;17
406448_SRVDBCW01 (4bdc6601-7ef8-4eeb-8ae7-3892944159b8);32;100;1;2;43;610;323;162;10368;2899
406448_SRVDCCW01 (8af4fe5a-104f-491c-b57b-f3a28f39937e);8;63;0;2;2;51;0;0;0;0
412049_CENTOS_SERVER_7.0_64Bits;48;34;1;28;0;7;0;0;0;0
422992_Capa_Web_4;32;95;3;8;3;152;5;21;6;11
422996_WINDOWS_SERVER_2008_STANDARD_SP2_64BITS;8;100;0;1;12;43;0;0;0;0
423000_WINDOWS_SERVER_2008_ENTERPRISE_SP2_64BITS;8;99;1;8;0;18;0;3;0;0
436408_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;8;100;1;6;3;223;70;137;51;117
448119_VM-EMSSANAR-APP1-IFX;30;99;2;12;42;4431;2578;985;1590;566
448119_VM-EMSSANAR-APP1-IFX_150419;30;99;4;12;6;632;504;193;301;110
448129_CENTOS_SERVER_7.6_64Bits_NEW;28;100;2;22;7;1104;27634;15530;214;133
448133_CENTOS_SERVER_7.0_64Bits;30;99;3;12;19;1689;251;86;576;1031
448137_WINDOWS_SERVER_2012_R2_STANDARD_64BITS;2;94;1;4;0;35;0;14;0;0
448140_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;140;100;7;12;35;3660;171;644;5;191
448144_CENTOS_SERVER_7.0_64Bits_pruebaszerto;8;97;2;2;10;383;11;14;16;51
601436_ Comfa-eps52;4;100;0;2;57;1391;0;71;0;2
601439_Comfa-prod-biome;4;100;0;2;34;442;1;6;0;0
601441_Comfa-siesa_10May;6;100;1;4;16;533;201;153;309;162
601443_COMFA-EPS;36;100;0;8;35;1782;59;564;7776;2739
601443_COMFA-EPS_new;96;100;15;8;36;1653;564;4009;7699;3804
601443_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;36;99;1;8;25;1307;43;226;7692;2501
602724_UBUNTU_SERVER_12.04.5_LTS_64Bits;6;100;0;8;4;168;2041;647;2038;647
739150_REDHAT_ENTERPRISE_LINUX_7.0;512;50;29;24;4;291;100;44;213;235
739178_REDHAT_ENTERPRISE_LINUX_7.0_64Bits;32;96;11;8;26;1606;36;13;61;148
769818_UBUNTU_SERVER_16.04_LTS (d75102b2-7ffa-4c16-97ad-aee0470b2d7d);4;97;0;2;1;20;0;1;0;2
770596_DIRECCION_UBUNTU_12.04 (999bdbea-1cb5-4d0c-9ae4-f347a6830657);32;22;2;8;0;26;5;23;11;10
776627_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;8;100;0;8;1;146;2;1;1;0
782418_FE_co_Web (afcfe271-62c1-461b-870b-4797bcfcacab);4;100;0;2;11;201;16;76;16;914
782419_FE_co_App (e6444023-0090-44dc-8a9c-1bae0d5c561b);4;100;0;2;3;192;66;23;1;1
782420_FE_co_ MT1 (9604df03-8c91-48fe-99b4-b3cb91749c40);2;59;0;2;1;6;0;0;0;0
783423_WINDOWS_SERVER_2016_STANDARD_64Bits;16;80;1;4;2;92;3;39;4;32
789518_WINDOWS_SERVER_2016_STANDARD_64Bits;16;100;0;4;3;165;6;55;2;1
823927_MI-APP-APIMAN;8;93;1;4;1;20;1;1;0;0
823933_MI-BD-MYSQL;6;98;1;8;0;43;1;211;1;0
826220_WINDOWS_SERVER_2008_R2_STANDARD_SP1_64Bits;32;96;8;16;2;210;1;196;1;3
826422_CENTOS_SERVER_6.6_64Bits.;48;7;0;8;2;13;0;0;0;0
82794_UNICOLMAYOR_APP10;64;44;0;10;3;185;2667;770;918;283
82794_UNICOLMAYOR_PORTAL_WEB;80;32;0;10;0;1;0;0;0;0
82794_UNICOLMAYOR_PORTAL_WEB_11Mar;80;3;0;10;4;0;0;0;0;0
831519_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;96;56;4;24;0;215;0;45;0;1
832619_WINDOWS_SERVER_2016_STANDARD_64Bits;18;91;5;8;5;460;16;62;46;1067
832931_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;34;81;5;8;4;247;155;145;6;17
838120_SUSE_LINUX_ENTERPRISE_SERVER_12_64Bit;4;100;0;2;6;96;7885;2455;62;21
838121_SUSE_LINUX_ENTERPRISE_SERVER_12_64Bit;16;99;5;4;3;236;0;74;0;3
838625_REDHAT_ENTERPRISE_LINUX_7.0_64Bits;256;94;63;16;18;1923;33;480;55;226
838633_REDHAT_ENTERPRISE_LINUX_7.0_64Bits;32;27;2;8;11;620;303;145;243;272
854586_Pivote_TEMP;8;99;0;4;16;436;414;61;17;3
859384_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;8;100;1;4;27;1259;21;73;68;31
862288_WINDOWS_SERVER_2012_R2_STANDARD_64 (ee57b3e6-eb64-409c-b860-06bdd816bb97);8;50;0;2;2;60;1;0;1;1
866904_WINDOWS_SERVER_2012_R2_DATACENTER_64Bits;16;100;2;4;44;1293;2057;773;6991;1854
153497_MIKROTIC_NIMBUS (f9b56c46-d3f4-487c-a227-119747aed233);2;8;0;2;1;7;5;36;0;36
155220_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;48;100;11;8;36;2042;658;213;476;159
155684_CLSAWSLP02 (a37dc5ab-5eec-4769-a55d-0901fd04c89e);8;100;0;4;7;139;291;137;18;13
156287_WINDOWS_SERVER_2012_R2_STAND (e56d6ee5-4999-4a76-998b-ee219ef176a1);16;100;0;4;3;85;12;634;8;13
157637_PROFESIONALES (52ac836e-5cfd-4419-a89a-3f53904b7e82);4;98;0;2;1;6;1;1;1;3
158261_PRO_CENTOS_6.7 (33d252c9-2077-4acb-b0ae-e61a2cf1c828);8;98;0;6;1;5;0;0;0;0
162571_IFX02_WIN_SERVER_2012_R2 (7d58a3df-dbd4-495d-a43f-9dcff0a54ef6);6;100;0;2;11;218;9;17;16;6
162801_TM501200037 (7e7e02bf-2e36-422e-b399-d22d40e4991a);12;100;0;12;10;754;78;195;36;129
164388_PF_DEL_MT_cl_Web_App_19032019;4;100;0;2;31;546;432;633;289;99
164709_SE_cl_App02 (1de00102-727a-4b4e-98d2-12f897fc30f3);8;100;214;8;21;1221;94;39;85;25
165326_SUSE_HANA_12_SP2 (5005b593-0a0f-42d4-8ffa-326d8fc01793);1024;86;54;24;12;1606;1440;430;12945;3344
165330_WINDOWS_SERVER_2012_R2_STANDARD_64 (fac96244-3291-4653-ac2e-323c39dfa1ed);16;100;0;2;10;181;5;15;7;90
166324_MASTER_LCTL_SAS_WIN_2012_R2_STD_WD (f7f73bb2-7d09-4061-8cea-3568527a5495);12;100;0;4;15;709;27;8;34;21
168119_Softland (48785b0b-0bf6-4901-a6eb-7382a04f865b);8;100;0;4;5;235;11;31;30;26
168127_Facturacion;4;100;0;2;14;166;7;3;1;31
168133_Contabilidad;8;100;0;4;8;295;1;2;8;5
169943_S4HANA 1610_S4D_28032019;160;99;8;12;9;975;136;346;842;2586
170067_SAP_ BW_ DEV (e18f2638-2ddc-43ac-a762-ebb1b6bca8a3);24;68;0;6;0;40;3;55;1;63
170069_WIN_2012_R2_STD (3528ee6e-16ee-44ea-a230-87d9bb1aad67);32;100;1;6;31;1373;44;28;102;42
170259_WINDOWS_SERVER_2012_R2_STANDARD_0111;56;73;4;8;11;1392;339;1862;148;67
170262_PERSEO-1311;8;62;0;6;1;19;0;0;0;0
170409_MEDUSA (c5596142-d648-481e-a7a3-cb52536e2a48);8;100;0;2;7;253;1;97;1;88
170519_VULCANO (5f1fb737-977c-443c-95e2-60beb0723425);6;99;0;6;22;933;93;199;49;152
170520_QLIKVIEW_020818_restored;32;19;1;4;5;209;13;7;438;230
170522_WINDOWS_SERVER_2012_R2_STANDARD_64 (47eea8c0-302d-4583-a0b1-5233707e2a61);8;98;1;6;35;2018;92;48;64;131
170523_DINAMICO2_01102018_NEW_10112018_restored;4;100;0;2;119;1312;39;16;10;13
170525_DINAMICO4;4;100;0;2;119;1295;50;77;24;83
170549_MOODLE_LINUX_RED_HAT_7.2 (7d10d620-a03f-424f-a256-50f0f3d79dac);14;98;1;4;7;186;121;46;976;372
170731_WINDOWS_SERVER_2012_R2_STD;16;93;3;4;13;346;101;31;190;10
170731_WINDOWS_SERVER_2012_R2_STD_09122018;16;100;4;4;11;397;40;17;22;3
170731_WINDOWS_SERVER_2012_R2_STD_240119;16;100;1;4;12;369;250;101;1770;706
879192_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;64;39;6;8;4;231;9;14;7;4
881491_WINDOWS_SERVER_2016_STANDARD_64Bit (4f21f731-bafe-400d-979f-a2bc4c7b78cb);48;100;10;4;108;3862;282;348;6957;3389
883891_SUSE_LINUX_ENTERPRISE_SERVER_12_64Bit;200;100;28;40;1;309;55;27;173;7684
891791_GDS-SER-COMU (8dc3a237-0905-4e7f-8128-9fe67260f6aa);4;100;0;2;8;152;0;19;1;16
892310_Centos_7.6;2;100;0;1;0;0;0;0;0;0
892310_Centos_7.6 (937755f5-e98a-4689-a502-8086db790000);4;98;0;4;11;170;0;1;0;0
892310_MASTER_LCTL_SAS_WINDOWS_2016_DATAC (46eb0577-8214-40d4-b8d3-1f99860718c2);2;100;0;4;4;74;516;250;14;7
892310_MASTER_LTCL_SAS_CENTOS_7.6 (717fb2d4-d34d-4647-98e3-8f54cbffbe23);8;96;1;4;3;120;62;17;2;5
893915_TM502200252_2012;31;103;0;8;7;428;4;11;9;10
894130_TM527200069 (b04d383e-90ce-4e03-85bf-bf0cf93317f1);12;100;0;24;11;2291;558;400;1073;1508
894169_TM502200067 (cbbc50d9-6067-470f-beff-0bb660824611);12;100;0;12;17;1642;1229;430;952;2621
894173_TM502200077_2016_DC_NEW;12;100;1;12;6;625;0;0;0;0
894179_TM502210197_2012;32;100;0;20;14;1931;243;222;892;1372
894181_TM502200199_2012;12;100;0;16;10;984;78;25;139;173
894303_MYSQL_ICA (f5687b03-60af-4156-b3f1-532d22a50b70);32;15;0;10;1;60;21;8;111;84
894311_WNDOWS_COPIA_SEGURIDAD_ORACLE;4;100;0;2;0;1;0;0;0;0
895492_CENTOS_SERVER_7.0_64Bits;16;75;4;4;1;21;0;0;0;0
899495_SUSE_LINUX_ENTERPRISE_SERVER_12_64Bit;64;100;5;8;13;644;1989;596;2726;842
908293_WINDOWS_SERVER_2012_R2_DATACENTER_64Bits;8;100;1;4;15;480;62761;18488;14207;10306
909500_WINDOWS_SERVER_2012_R2_DATACENTER_64Bits;8;100;1;4;4;118;1;11;0;0
91381_FUNDACION_CENTOS_VIRTUAL;10;98;0;3;65;2144;43;25;376;127
91381_Portal_Web_Uniagraria;6;93;0;2;48;762;16;15;249;74
91381_Portal_Web_Uniagraria_Prod_test_NEW;6;94;0;2;31;505;8;2;288;84
92463_ATOS_GeoFull (f1e318c1-cea0-4223-87c7-67707b0c8287);4;100;2;4;10;377;4;1;3;2
92464_ATOS_DbServerProduccion (f62d6b4c-3a75-4bf8-8547-0b9f9f90d7b2);32;100;0;24;15;1637;418;140;462;1855
931014_PORTAL_WEB_01_REDHAT;8;98;2;2;1;19;0;0;0;0
93350_COSINTE_UBUNTU_NEW_PROD (fb8b9304-0c8d-495c-916f-e9ddbd1a788c);10;97;1;4;32;947;534;567;1282;428
94900_ATOS_AVL (2fd42700-2cdb-4d4f-97fa-df9c37552911);4;96;1;2;5;73;5;1;0;2
94901_ATOS_lrja-app (246545d2-a6ec-495a-8761-86c47655774a);2;94;0;1;3;14;8;2;529;130
95454_WINDOWS_SERVER_2012_R2_STD_DC_NEW;12;100;5;4;27;804;8;1005;0;6709
95457_UNIVERSITARIA_VIRTUAL_RHEL_5.8_x64_PROD;2;98;0;2;14;180;0;0;0;11
95458_UNIVERSITARIA_VIRTUAL_NEW_03032018 (c39db8a5-4e3e-4bda-86ed-7e9481aede84);8;97;1;4;1;25;0;0;0;0
96466_MASTER_LCTL_SAS_CENTOS_6.4_x64-2909 (da1c6dd8-4e0e-4fd9-adfb-09636dc148ca);8;98;0;8;12;739;185;46;281;67
96467_MASTER_LCTL_SAS_SUSE_LINUX_ENT_9 (7bd7eb95-8121-4621-a40d-44d188c8a5e2);8;81;2;4;2;37;0;4;0;0
96467_MASTER_LCTL_SAS_SUSE_LINUX_ENT_9_REST;8;13;0;4;2;3;0;0;0;0
170732_WINDOWS_SERVER_2012_R2_STANDARD_64 (352be075-8729-4d33-841b-22fada25a817);16;99;1;4;115;747;1612;682;323;129
171496_SUSES_AP (0f710669-4b85-40d1-9368-585500c2cf89);64;99;0;8;5;174;54;21;144;46
172641_BLD-VRTL-TS108_WIN_2008_R2_STD_x64 (74532f34-adf3-4d9d-8616-c446964893c8);12;100;0;6;41;1869;572;227;131;68
172641_BLD-VRTL-TS108_WIN_2008_R2_STD_x64 (b6ff3ccf-3287-4143-9d36-b26a5ff722f6);16;100;0;6;87;3323;807;336;180;167
172641_BLD-VRTL-TS308_WIN_2008_R2_STD_x64 (df8f1a70-24ff-4e4f-a7b7-2f07931fa013);16;100;0;6;76;3199;667;292;176;179
172641_SVR-PRD-AUDIT_WIN_2008_R2_ENT_x64 (1f750296-b582-4181-950c-ba34e9dc8e57);6;100;0;4;41;1740;272;120;76;38
172641_SVR-PRD-USERS_WIN_01012019;8;99;0;4;13;412;2;2;0;0
172641_SVR-TST-SQLPRB_WIN_2008_R2;5;100;0;4;32;1735;100;730;4909;2022
172641_SVR-VRTL-DC11_WIN_2008_R2;12;99;0;4;144;4045;2;78;0;1
172641_VRT-PRD-HYPERV;4;100;0;4;17;835;34;77;57;38
172641_VRT-PRD-NOM_WIN_2008_R2_STD (a4066330-f7fa-4d94-aa6b-0649d968d800);4;100;0;4;10;486;6;19;6;3
172641_VRT-SQL-TFS_WIN_SRV_2012_x64 (0964f6e9-ce39-4675-94fc-1a281c0e994f);16;45;0;4;4;55;32;7;346;133
172641_VRT-SQL-TFS_WIN_SRV_2012_x64 (2f571735-07b8-432f-b237-54c5ffaf3397);4;100;0;2;8;120;37;36;45;36
172641_VRT-TST-BIZUIT_Prd;6;100;0;4;30;1036;42;9296;33;33674
172641_VRT-TST-DB3_WIN_2008_STD_x64 (ea3330e9-b00e-43b7-a803-972c8347bf29);10;100;0;6;20;1105;26;1104;347;483
172641_WINDOWS_SERVER_2016_DATACENTER 64BITS_SVR-PRD-DLO;8;100;0;4;9;429;15;53;0;1
172811_GDS-SER-SQLTRANS (3bd59d2a-e62b-4e4e-b904-bb2f08909d32);8;100;0;2;34;653;180;282;597;188
173720_HANA (2e9a15d8-d10c-4c83-a579-579e7d0ddf49);512;96;12;32;10;2024;10929;5552;9224;10199
174525_WINDOWS_SERVER_2012_R2_ENTERPRICE (c3c6d603-cc92-4c08-9083-490e4badccd7);8;83;0;4;0;4;0;0;0;0
175343_SUSE_SP2 (2dd5aaa0-2317-4cfc-88ea-262cdd1085a4);30;100;0;4;8;553;0;377;1;22
177338_CF_cl_Bd (72aecb80-ceea-4ede-be74-a69427a71dd4);8;100;0;4;56;1759;117;106;116;45
178559_CF_cl_Bd02 (9ada9272-ebee-4026-96cf-3465c34da100);8;100;0;4;4;194;87;39;42;67
179514_COFINALSQL;64;48;1;8;18;926;0;0;0;0
180215_MADR_BD_01 (147b1b08-e5d2-4058-82ab-32613958be29);64;100;0;12;16;1530;8;13;225;356
180216_APACHE_ICA (3dfb1c81-64b4-4d68-a0b8-d69763b60003);32;100;1;12;9;1125;861;369;814;602
180220_BOG-WEB-03-ICA (0e752419-7287-4c56-919e-7ad1fd912849);32;100;4;12;5;1092;1251;557;317;115
180221_RED_HAT_6.6_ORACLE_DATABASE_12C_OP;128;100;4;16;120;14051;182;387;1197;10318
181235_DIRECCION_UBUNTU_12.04 (999bdbea-1cb5-4d0c-9ae4-f347a6830657);16;15;0;4;1;22;3;7;12;10
181235_DIRECCION_UBUNTU_12.04 (999bdbea-1cb5-4d0c-9ae4-f347a6830657);32;7;0;8;0;26;7;20;15;6
181236_DIRECCION_UBUNTU_12.04 (ac8fd42c-85a4-46f9-9f67-854909b2edfa);16;44;1;4;2;53;0;1;3;12
181236_DIRECCION_UBUNTU_12.04 (ac8fd42c-85a4-46f9-9f67-854909b2edfa);32;25;2;8;1;80;0;1;5;20
132250_NSX Manager TMK;16;82;1;4;3;56;55;84;8;18
132250_vCloud_Director_CO_Cell_3_CENTOS_7;8;92;2;4;30;780;69;79;32;29
132250_vCloud_Director_CO_NFS_CLONE_UPGRADE_VCLOUD;4;71;1;4;2;16;0;124;0;42
132250_WINDOWS_SERVER_2012_R2_DATACENTER_NESTED;72;28;9;16;6;698;2018;3430;0;43
132486_LEWTEL_DEBIAN_SERVER_6 (a36900c7-c79a-4b30-9355-0387545f2ec7);8;100;0;4;5;416;2;3;54;35
135868_ATOS_AppServer2 (26594591-f421-4bbb-9e8c-faaf09f77773);8;99;0;16;91;15677;438;105;622;160
135868_ATOS_AppServer2_Intel (619966bd-eb50-4a94-892a-9a750838a0fa);8;27;0;16;0;0;5;0;0;0
135869_ATOS_AppServer (69cba14c-b932-4ae9-9e0a-92beff7c2af3);5;98;1;2;4;35;10;2;4;1
136426_ATOS_DbServer (b6bdb28c-e974-47c9-a76d-2a229b50c97a);8;100;13;8;3;117;5;37;4;52
139366_CPP_TESTING_WIN_2012_R2_STD_2709;4;100;1;2;3;50;4;2;2;1
141072_BOXITSA_WIN_SERVER_STD (9c4b2b37-4bfc-46c1-a441-1e36d254c175);8;100;0;2;22;365;48;15;29;17
144018_WINDOWS_SERVER_2012_R2_STD-_SINGAP;64;100;0;30;16;5257;551;14011;3343;2099
144713_01Bascula (a073183a-1fab-4399-82c4-df52565a4810);4;100;0;2;61;998;3;26;3;1
144714_4000Easynetbk_Win2008R2;4;92;0;2;9;168;0;9;0;0
144738_CENTOS_7 (27bb55fa-709e-438e-ad66-59468e490456);12;98;0;4;19;321;220;69;67;21
144741_1100RDPLITOFAN (2d39e839-739c-4272-8d94-4164ba23d49b);64;100;3;32;19;4556;576;221;426;160
144758_40000BIOMETRICO_Win2008R2;4;100;0;4;7;152;2;10;2;1
144763_4000Linuxbdh (b1e1c308-c865-4f2f-a296-e3624a266de7);8;88;0;8;3;52;0;3;0;3
144767_5100RDPCRANSA_Win2012R2 (d50ca858-2876-4473-8bbf-2e3d9f375cfc);64;100;0;24;26;5251;141;80;184;72
144771_6000RDPPAPELERA (b92ff81f-7dc3-4585-98c5-a646ecb1a4e0);64;100;1;30;31;8357;2184;737;359;127
144774_8000DCINPACO2 (58468839-949d-46bb-88f3-c6286810f87b);4;100;0;2;5;54;33;3;4;1
144775_RDP_CLONE_TEST_JGALEANO;64;27;0;24;4;0;0;0;0;0
144776_EFI_INPACO (9ec7ac3e-336e-4e4a-9405-969c382ac5f6);8;100;1;4;13;292;6;11;5;4
144779_8000BODEGA (13a91ef0-85c0-415f-b280-3a6b0ed8ef1f);8;100;0;4;2;94;0;6;0;0
144780_TANGO2 (caac820b-972d-4a67-bcb2-55400c241f71);2;100;0;2;3;65;0;0;0;0
144783_EFI_INPACO_CLONE (a8c9499b-d60c-4ab5-bdbf-435df27665b6);8;100;0;4;4;111;0;38;0;0
144784_93PLANCOR2 (0817d8ea-63c0-43af-8269-9193d0769e1d);4;100;0;2;15;248;6;6;10;6
145120_TEST_2;4;97;0;4;8;299;0;0;0;0
149173_KARWICK_SOCIEDAD (c10fc56b-8203-478f-8d1d-4ec4219a5c80);1;99;18;1;43;143;2936;650;3006;657
149226_PRD-APP06-02 (2bc1b786-4fba-40a2-adba-9b81f89afcde);24;100;1;16;36;3530;5117;1772;1089;359
149839_a1bd (ac79cb4f-4afe-48dd-ae84-1ed8414f9a04);24;99;0;12;31;2909;200;110;983;530
149839_abbd (ce1b56ac-57d1-47eb-8108-972e61d478dd);16;99;0;4;10;428;183;60;2155;761
181237_WINDOWS_SERVER_2012 (c42f3ea6-cbed-496d-a19d-464081db5630);16;100;1;4;6;136;19;6;229;81
182331_TTMSAP01_SAP_15Abr_Restore;18;100;1;4;18;454;84;29;3342;1266
183078_SUSE_SAP_HANA_1 (d942295d-7d40-4cf6-8ee8-68a82fc12758);64;100;2;16;2;3463;28;8;59;32
184458_WINDOWS_2012_R2_STD1 (aff79c3f-7c77-41aa-afca-af0d544875e9);30;100;0;8;16;1147;20;8;61;29
184868_PO_DEV (1d851148-06ba-4da4-a112-9fecf84f6cc7);24;65;2;2;47;921;0;0;0;0
189267_SEIDOR_SAP (e51aa499-3b7f-4f97-b2cb-fe7a8c459d07);2;89;0;4;1;7;0;0;0;0
190810_SUSE_LINUX_ENTERPRISE_SERVER_11_SP4_64Bit;160;100;1;40;2;559;55;34;279;4206
406448_SRVTSCW01 (5b2e9445-81e8-455f-a0eb-957761873cf6);16;100;0;2;99;1370;109;66;72;32
412048_CENTOS_SERVER_7.0_64Bits;24;100;5;20;2;715;2619;1025;2313;932
416473_SUSE_LINUX_ENTERPRISE_SERVER_12_64Bit_V2;24;34;0;6;0;13;0;0;0;0
416473_SUSE_LINUX_ENTERPRISE_SERVER_NEW;128;100;27;40;1;385;127;43;186;129
422998_WINDOWS_SERVER_2008_STANDARD_SP2_64BITS;8;99;0;4;1;6;0;0;0;0
436410_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;16;100;1;6;9;477;32;174;172;246
448140_VM-CX-QLIKVIEW-IFX;8;90;0;12;3;0;0;0;0;0
448140_WINDOWS_SERVER_2012_R2_STANDARD;140;56;9;12;23;1603;358;336;25;8
583218_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;4;100;0;4;21;813;2;3;1;1
601434_Comfa-eps53;4;100;0;2;67;846;760;712;163;61
601438_Comfa-Novasoft;8;100;1;2;8;209;14;84;71;236
601441_Comfa-siesa;6;100;0;4;12;436;245;138;303;138
601445_Comfa-fenix;6;100;0;2;9;137;10;21;2;3
601450_SUSE_LINUX_ENTERPRISE_SERVER_11_SP4_64Bit;2;100;0;2;0;10;0;0;0;0
739146_REDHAT_ENTERPRISE_LINUX_7.0_64Bits;32;98;9;12;4;491;352;358;225;290
739163_REDHAT_ENTERPRISE_LINUX_7.0_64Bits;256;100;37;16;20;2127;100;34;149;348
739175_REDHAT_ENTERPRISE_LINUX_7.0_64Bits;16;97;4;4;30;1084;30;61;284;199
770618_SUSE_LINUX_ENTERPRISE_SERVER_11_7219;64;82;7;8;17;761;7;3;4;2
770618_SUSE_LINUX_ENTERPRISE_SERVER_11_SP4_64Bit_280119;64;84;4;8;3;146;12;25;11;34
782419_FE_co_App (73ce5569-d259-43d0-917a-2f6589212aff);8;100;0;8;38;2554;262;82;300;122
782420_FE_co_ MT1 (9604df03-8c91-48fe-99b4-b3cb91749c40);4;94;1;2;1;99;0;138;0;3
783418_WINDOWS_SERVER_2016_STANDARD_64Bits;24;100;5;4;4;386;7;263;6;48
803218_COBOGWBPCOPETRANZVM;4;100;0;4;6;85;439;33;15;1
803218_DRAAS_COPETRAN;4;100;0;4;7;213;431;199;15;7
803218_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;4;100;0;4;3;33;17;4;1;1
817819_NEW_WINDOWS_2016;128;75;25;16;36;4626;1064;421;203;78
824722_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;32;100;7;8;12;1353;17;2407;360;757
825619_SUITECLOUD02;32;100;11;8;13;1527;207;565657;70;374585
149839_avansat3 (8019790a-9562-494e-9fbb-729897d8f759);8;97;0;2;37;610;437;175;678;294
149839_avansat4 (52428873-e8d6-4bcb-939f-440834101871);8;97;0;2;32;512;304;123;498;261
149839_avansatb (765250e8-2060-4491-bd2d-712f725cdf50);4;95;0;2;22;335;2150;752;685;468
149839_qacorona (068681d5-e4a0-460f-8df4-4a8f7ddffebe);3;76;0;2;0;2;0;0;0;0
149839_utbd (8a93c2ef-b557-472e-aaff-e043e3a258ae);10;98;0;3;1;72;2;13;8;32
150453_BD_INVAMER;16;99;0;8;4;401;54;30;154;97
150786_BACKUP_WS2012R2 (9073ecfe-1a38-40c1-af6b-12a08f01d423);4;100;0;2;15;279;5762;1740;248;360
150786_FREYR_AD_SERVER (51e3fa65-a533-476c-a23c-56f6a12492d3);6;100;0;4;26;678;436;153;329;217
