VMName;RAM;RAM_percentage;RAM_LastAvgUse_Gb_SD;CPUCount;CPU_percentage;CPU_LastAvgUse_MHz_SD;NETWORK_LastInboundAvgUse_Kbps_P95;NETWORK_LastInboundAvgUse_Kbps_SD;NETWORK_LastOutboundAvgUse_Kbps_P95;NETWORK_LastOutboundAvgUse_Kbps_SD
132250_vCloud_Director_CO_Cell_3_CENTOS_7_CLONE_UPGRADE_VCLOUD;8;71;1;4;3;326;4;38;5;88
132250_vCloud_Director_CO_Cell_4_CENTOS_7_CLONE_UPGRADE_VCLOUD;8;84;1;4;5;408;5;35;5;61
132250_vCloud_Director_CO_MAINTANANCE_PAGE;4;25;0;4;0;9;0;1;0;0
133327_MULTI ASSIST S.A (67ed00ae-2d7b-4b98-b32e-4e09de62d7fb);4;100;36;4;15;407;2;1;3;1
133737_INTERNATIONAL_WIN_ST6D_NEW;2;100;0;1;43;141;43;10;171;31
133737_INTERNATIONAL_WIN_ST6D_NEW_VM  (103e235d-027d-43f6-9189-cf498ff59132);2;100;0;1;26;311;36;85;24;13
133872_PRD-DB02-02 (fd9375a9-ec96-4033-a1b2-3648df4aac65);32;99;2;4;12;175;24;139;63;9
135871_ATOS_AppServer (f3eb6db2-5f52-4688-a0e7-e3fbe623fc83);8;100;0;16;1;329;7;5;4;8
130601_MENOCASH_CENTOS (07a25d53-5bfc-4a2d-bf33-6b7f73ebc77d);4;77;0;2;3;31;4;3;16;11
131043_VCenter_Argentina_QnQ_6.5;10;99;0;2;85;1457;22;3;24;31
131767_PRICEWATERHOUSECOOPERS2_PRUEBASHAIR;10;69;0;2;7;58;0;0;0;0
132250_NSX_Manager_TMK_ORACLE 1;16;62;2;2;6;78;18;6;65;28
132250_vCenter_Support Assistant_CO;24;100;2;2;112;1049;1040;644;59;835
132250_vCloud_Director_CL_Cell_3_CENTOS_7;8;95;0;4;9;265;35;27;26;11
132250_vCloud_Director_CO_Cell_1_CLONE_UPGRADE;4;100;1;4;21;693;9;7495;6;7348
132250_vCloud_Director_CO_Cell3_CENTOS_7;8;89;1;4;2;87;0;0;0;0
132250_VCLOUD_MAINTANANCE_PAGE;4;27;0;4;0;4;0;2;0;0
132250_VM_SNAP_ORACLEVM_A9;8;26;0;2;63;42;0;5;0;0
132637_MOBILE_DEBIAN (24ef658d-b7b9-4a2d-81d1-457fc7868cfd);4;98;0;4;7;146;39;13;50;18
132877_GNAP (b1363d92-c21f-40e3-a8ba-7d60190712d4);16;99;0;2;67;109;11;2;0;11
133868_PRD-APP05-01 (7d2b2601-7c38-4dfb-ab48-ea174342d717);8;99;0;1;119;1081;2;45;0;12
135868_ATOS_AppServer2 (a9da257c-6e12-4116-83b1-89bea6c52fc9);8;99;0;16;7;854;336;84;480;129
135872_ATOS_AVLDemo (70ec4374-db55-4696-836d-fd5220bae8af);2;95;0;2;1;141;7;2;0;32
135872_ATOS_AVLDemo (ddb0cbc4-2b30-4608-aa13-606f86c3f80c);2;94;0;2;2;84;29;78;2;44
136426_ATOS_DbServer (b061792a-6c3b-45c9-a04e-86f2d5dd2eec);8;99;0;8;1;62;8;4;5;47
136677_NEUTRONA_WIN_2012_R2_STD;4;100;0;2;11;150;1;4;1;0
137326_NSX_Manager_PAN;16;99;0;8;6;339;4;1;26;95
137609_DAVINCI_CentOS (46f58e9b-ca22-45ec-99b1-c7e66d423cb5);24;95;5;2;5;70;4;2;114;44
137609_DAVINCI_CentOS (46f58e9b-ca22-45ec-99b1-c7e66d423cb5);24;99;5;10;3;383;7;2;180;57
139058_SIAS_WIN_2012_R2_STD (07da5c79-00a6-4051-a226-e1b01bfa590a);4;100;0;4;13;395;509;188;576;203
139086_SIAS_WIN_2012_R2_STD (d8bce4d8-f91f-4544-882f-f1e1d21e2e6c);6;100;0;4;27;878;116;41;2036;744
141866_TXT_WIN_2012_R2_STD (6c9ffece-05d5-4f0e-880e-745081d27909);8;100;0;4;7;163;7;15;31;55
144713_43RDPVCC_CARTONES_WIN_2003_VENEZUE (3fd9104e-fbc7-473f-8d64-d4250c524321);12;7;0;4;0;0;0;0;0;0
144730_1111CORDISO_Win2008R2 (af682857-d628-4ab2-886d-8e961c83c567);8;100;0;2;33;385;30;30;25;10
144739_1111RDPCORPO_NEW;52;100;0;16;35;3177;130;93;148;55
144741_1100RDPLITOFAN (2d39e839-739c-4272-8d94-4164ba23d49b);64;100;2;30;19;4443;522;206;373;154
144746_1200PLANEACION__3 (defee1d6-abab-4e64-ad71-4eedba13bedb);4;100;0;2;30;506;35;45;54;30
144756_SRAV (cf2801a7-476b-4577-8330-79560c1f6481);8;100;0;2;20;343;16;9;20;32
144761_4000PLANEACION_Win2008R2 (c88a75a6-7dc7-44bd-9057-d3b72eab7dd2);4;100;0;2;7;119;1;10;1;2
144762_4000IMPORTACIONES_Win2008R2 (16186add-0c83-4049-bb3d-505390783816);12;100;0;6;5;245;10;10;13;43
144764_4000Linuxbd-2 (cf78e0e2-17a0-459b-bb6b-2fae4df6547a);16;95;1;8;5;279;309;98;2427;768
144767_5100RDPCRANSA_Win2012R2 (d50ca858-2876-4473-8bbf-2e3d9f375cfc);64;100;1;32;21;5316;130;63;198;79
448134  IFX CLOUD Server;30;98;7;12;8;706;4;1013;3;15
448134_CENTOS_SERVER_7.0_64Bits;30;99;5;12;1;312;77;149;188;368
448135_CENTOS_SERVER_7.0_64Bits;24;99;7;8;29;2107;287;480;285;133
448138_CENTOS_SERVER_7.0_64Bits;8;98;1;4;58;1225;30;13;18;9
448140_VM-CX-QLIKVIEW-IFX;140;60;21;12;18;1546;1;1;2;2
448140_VM-CX-QLIKVIEW-IFX;140;72;0;18;6;0;2;0;1;0
448140_WINDOWS_SERVER_2012_R2_STANDARD_64BITS;140;100;33;14;8;267;0;0;0;0
601437_Comfa-interfaz;6;100;0;4;4;118;229;147;5;16
601439_Comfa-prod-biome_24%2f04%2f2019;4;100;0;2;21;315;2;31;0;0
601439_WINDOWS_SERVER_2008_R2_STANDARD_SP1_64Bits;4;100;0;2;1;201;0;46;0;1
601443_EPSS_DB;36;100;0;8;26;1071;35;87;7621;2482
739138_REDHAT_ENTERPRISE_LINUX_7.0_64Bits;32;92;6;12;16;1382;666;370;192;135
739150_REDHAT_ENTERPRISE_LINUX_7.0_res;512;59;51;24;10;2226;157;70;406;404
770597_DIRECCION_UBUNTU_12.04 (ac8fd42c-85a4-46f9-9f67-854909b2edfa);32;53;3;8;1;82;0;1;5;19
770618_SUSE_LINUX_ENTERPRISE_SERVER_11_SP4_64Bit;64;97;21;8;5;330;5;148;1;13
783424_WINDOWS_SERVER_2016_STANDARD_64Bits;16;100;2;4;2;172;3;79;6;107
783425_WINDOWS_SERVER_2016_STANDARD_64Bits;32;100;7;8;2;309;15;99;29;202
789518_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;16;51;1;4;1;114;7;4;2;2
826422_CENTOS_SERVER_6.9_64Bits;48;99;18;8;42;2276;156;49;103;34
82794_PORTAL_WEB_2511;80;20;0;10;3;32;3659;224;743;49
82794_UNICOLMAYOR_PORTAL_WEB;8;11;0;4;5;0;0;0;0;0
828231_REDHAT_ENTERPRISE_LINUX_7.0_64Bits;32;68;5;12;4;418;25;177;9;70
832619_WINDOWS_SERVER_2016_STANDARD_64Bits;12;100;2;8;3;621;0;244;0;4
832620_WINDOWS_SERVER_2016_STANDARD_64Bit (787e64fa-772e-4fa3-bda3-7a742490e240);14;96;0;4;12;493;61;81;50;88
832620_WINDOWS_SERVER_2016_STANDARD_64Bits;14;95;4;4;22;736;65;1108;37;22
832921_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;18;100;3;8;5;300;433;1004;519;461
838121_SUSE_LINUX_ENTERPRISE_SERVER_12_64Bit;4;57;1;16;1;220;0;0;0;0
838621_REDHAT_ENTERPRISE_LINUX_7.0_64Bits;256;99;69;16;26;2685;542;815;605;456
854590_WEB1_IIS_PRO_SIAC 100.48_V11;16;100;0;4;3;77;13;5;134;38
859386_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;8;100;2;4;65;2517;22;204;83;29
862288_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;8;97;2;2;1;141;0;16;0;29
863000_LogRhythm_DX (e7b13c80-7fd2-4f12-89d3-01a99f8c6e73);50;100;0;12;37;2711;2590;888;323;101
863791_CLONE_WINDOWS_SERVER_2012_R2_STD (0546a380-1c77-4bc9-8708-a7d05dbed4cc);16;100;0;4;25;0;43;0;117;0
863791_CLONE_WINDOWS_SERVER_2012_R2_STD (0546a380-1c77-4bc9-8708-a7d05dbed4cc);16;100;1;8;20;1067;135;46;222;107
863793_CLONE2_WINDOWS_SERVER_2008 (7d56ebaa-1baf-4905-ac83-bbe64bb4f26b);8;100;0;4;68;1745;776;369;785;414
144696_1111FSMOLINO (f9f9d540-6190-4268-aba4-775fe140bbfc);32;100;1;12;21;1702;964;468;1370;579
144713_01Bascula;4;58;0;2;43;1017;0;0;0;0
144730_1111CORDISO_Win2008R2 (af682857-d628-4ab2-886d-8e961c83c567);4;100;0;2;16;364;5;11;5;4
144732_1111SRVSwif_New (aabcb8b1-976c-4d70-bd4e-2086dc6c4723);4;100;1;2;11;398;2;3;2;2
144735_01Tesoreria04_Win2008R2 (a0953a4d-9401-4547-845a-73223ee2a9cc);4;100;0;2;21;483;14;12;20;13
144739_1111RDPCORPO_NEW (96d2a48b-c873-45d8-9afc-976a33f87e43);128;100;0;32;24;3914;235;97;175;60
144744_1100PLANEACION (99363a87-b5c4-4324-a2f5-4e221679245c);4;100;0;2;16;293;6;14;15;20
144768_5100PLANEACION_Win2008R2 (356162e3-b7e2-4f8d-b5ec-66fda9ebf0c9);8;100;0;4;9;303;2;15;8;4
144775_RDP_CLONE;64;100;14;24;29;5079;98;38;143;58
144775_RDP_CLONE (262f1536-7347-4954-ad4d-69cb9f61aa8c);64;66;5;30;18;5069;63;26;120;43
144777_33FACINPACODES (5734136b-8c30-42f4-8149-ea6ef819b553);2;100;0;1;53;390;0;0;0;0
144782_93SRVCHILE_WINDOWS_SERVER_2012_20718;64;100;1;30;19;4483;174;94;250;162
144785_98CENTOS11 (470ddd4a-3934-413b-8e35-e708ee5d6881);12;46;1;4;0;7;0;1;0;0
147297_WINDOWS_SERVER_2012_R2_STANDARD_64 (9b525ad6-07fd-4bf2-bcef-fc61ee7c50c3);16;98;2;4;12;376;20;7;1197;439
149220_STG-DB03-01_KSPLICE_Jbletran;8;54;1;2;1;38;0;1;0;0
149839_a3bd (9b2e944b-63d5-49bf-a2aa-482085f04895);9;98;0;4;40;1235;348;152;486;518
149839_avansat_svr;16;99;0;1;1;1;0;0;0;0
149839_centralbd (d4abef16-7dba-4710-b5eb-4ad594f0d445);2;93;0;1;1;9;0;0;11;13
149839_qa_NEW;4;95;0;1;1;56;0;0;0;7
149839_qabd (abfd97c8-976c-44ea-b884-47b84bc7aee5);16;99;0;2;52;766;10;344;22;798
150786_EIR_BACKUP (9073ecfe-1a38-40c1-af6b-12a08f01d423);4;100;0;2;8;140;1461;603;304;144
150786_HEIMDALL_FAZ (14e7002e-815a-414d-909f-ab1c71d28199);2;100;0;2;13;174;160;54;15;6
150786_HEIMDALL_FAZ (b8721b24-7816-4342-aea8-63c3be022feb);4;100;0;2;4;159;38;19018;3;248082
150786_NORNAS_FORTIMANAGER (07abbca4-3a8b-4032-9acf-1b0aa5097710);2;47;0;1;1;2;0;0;0;0
150786_THOR_SIIGO (3e571262-45e9-427a-91ce-b63b097fed5f);6;98;0;2;44;616;7;16;14;11
150786_TufinOS_2.13_with_R16-3_GA (69ec525d-f777-4349-92cc-8ffbb933b9f6);6;98;0;4;3;131;87;42;15;8
150786_Windows_Server_2016_x_64Bits (6e340f9e-3a5f-4e13-b327-a3cdfb939441);8;100;1;2;18;442;7;1116;1;32
153020_WINDOWS_SERVER_2012_R2_STANDARD_64 (22c5a2f9-6cde-4130-87a6-5bd089abd095);24;100;4;12;16;1568;3;10;92;42
153020_WINDOWS_SERVER_2012_R2_STANDARD_64 (7e0c6d4f-a7c1-470f-978a-f189db4c9171);24;47;2;12;1;74;5;4;171;66
155225_SUSE_LINUX_ENTERPRISE_SERVER_12_64Bits_NEW;16;11;0;12;2;224;0;0;0;0
144781_93DCHOSTING2 (f83c0ae2-2d95-428b-8202-214f667b9d0f);4;100;0;2;8;484;3;1;32;2
149174_KARWICK (d2e4a728-5a6b-456b-8732-e5697afa81ca);1;100;0;1;4;73;0;1;1;0
149224_STG-DB03-02 (469c9973-3ce9-4c79-b8ab-dc456ed726b7);8;99;0;2;5;81;22;11;44;19
149839_alienvault (7bb861e3-8ae6-49f9-9712-b186334beba9);6;100;0;4;106;2401;16;17;0;0
149839_qa_NEW (06f8788f-161d-4bfd-9fc1-f33dfe0d8876);4;95;0;1;1;1;0;0;0;0
150452_APP_INVAMER_1712;16;10;0;8;2;139;0;0;0;0
150786_BIFROST_FORTIGATE_5.6.3 (44f7f037-7f21-4556-8ce3-83bde729b763);4;65;0;2;19;207;4276;1139;4208;1128
150786_HEIMDALL_FAZ_New (b8721b24-7816-4342-aea8-63c3be022feb);2;100;0;2;12;101;203;3;19;0
150786_IDUNN_DEEP_SECURITY (054e27fc-d37e-4fc4-aed4-8293721d45fc);8;100;0;2;5;32;5;1;4;2
150786_SKADI_PAM (5aa12e25-79b1-4eb3-bd19-9095b4e02396);4;98;0;1;117;989;56;169;90;99
150786_THOR_SIIGO_WS2012R2 (3e571262-45e9-427a-91ce-b63b097fed5f);6;99;0;2;24;386;4;20;9;38
150786_TippingPoint_vSMS (29442fb8-a49e-4983-8834-475ac595994c);12;95;0;4;31;164;10;1;4;0
151890_UBUNTU_SERVER_14.04.1_LTS_64Bits (5a934041-ccfb-4e66-998c-f47d21c14c28);6;99;0;4;1;24;0;2;1;1
155683_CLSAWSLP01 (f3278204-fb96-42f9-94c5-2531a0f71543);4;100;13;4;7;101;61;45;7;10
156284_WINDOWS_SERVER_2012_R2_STAND (81f52bfa-6687-41e3-aa7d-f610dc754877);4;100;0;4;10;103;4;36;3;2
157255_UNICOLMAYOR_MOODLE (fa058b14-846f-4617-a61f-7efea2018d95);64;100;26;6;8;454;176;536;162;1840
157256_UNICOLMAYOR_MYSQL_POSTGRES (905f2cbc-0555-4918-9dcc-b7229a402594);64;82;3;12;2;186;187;48;3782;1002
159026_CENTOS_SERVER_6.7_64Bits_pendiente (2362b9b4-5399-41c1-8454-4ca33388da32);4;99;0;4;0;1;0;0;0;0
159855_WINDOWS_SERVER_2008_R2_ (ef88e091-36fc-4bfe-9767-6baeddf91e9a);4;100;1;2;18;426;2;2;8;14
160129_SEIDOR_TURBO_PROD2005;64;2;0;4;38;0;0;0;0;0
162774_TM502200195 (46e88bd9-ae18-449a-a05f-0c6c2a181afc);32;100;0;8;16;1300;414;1491;233;6350
162787_TM508200011 (eb6c17e4-ca3f-4ca3-bde3-e419fe7c77ad);12;100;0;8;16;658;9;3;48;20
162790_TM520200006 (2663f93f-cc1d-4ae7-a599-00a940d651f7);60;100;0;16;3;405;221;80;412;945
162795_TM520200010 (80ca4362-bf8e-48b5-a7f8-3e3efd59d153);32;100;4;8;10;622;338;224;779;1421
162799_TM502200026 (b1fc4b78-91ef-40e8-a5a4-4b5c38b3097e);24;100;0;12;15;716;681;243;853;303
162800_TM501200034 (2058900c-24c9-4e25-bf40-d65d9b28d77e);12;33;0;8;1;125;2;9;4;471
162804_TM527200066 (4e2796e7-0fe2-429d-ba07-07c3d17c8b41);12;100;0;12;22;1204;177;75;164;61
162807_TM520200072 (426a9dac-bd49-4c92-ae73-30b7fd62000c);8;78;0;24;0;163;2;3;0;1
162817_TM502200113 (31cf8fa5-e9bb-480d-91e1-6f101df2fbea);12;100;0;12;1;23;0;0;0;0
162830_TM520200152_NEW (df52f949-4c90-4cb7-9ae0-fd1bd6e6f7a1);12;100;2;8;6;515;89;37;156;65
155680_CLSAWFEP01 (ac69f21f-24b6-4e6f-a7cd-343d84bf5204);2;92;0;2;1;9;4;4;96;58
155681_CLSAWOAP01 (e64a3f86-094b-4c24-80e6-3131417269d4);4;100;0;2;8;70;1;11;1;1
155685_CLSAWWPP01 (35c4dd1e-5e01-4379-8bff-032663d67ed1);4;95;5;4;5;167;411;178;97;36
156285_WINDOWS_SERVER_2012_R2_STAND (9c9117b0-a90d-4c18-bcdb-5a9649184660);6;100;0;4;20;276;391;120;393;121
156286_WINDOWS_SERVER_2012_R2_STAND (e581f1b8-8d21-451d-a1d5-f7a9913cd0c1);8;100;1;4;6;70;14;218;19;23
157256_REDHAT_6.0_BD (905f2cbc-0555-4918-9dcc-b7229a402594);40;98;1;8;5;240;244;64;4710;1333
159026_CENTOS_SERVER_6.7_64Bits (2362b9b4-5399-41c1-8454-4ca33388da32);16;0;0;4;28;0;0;0;0;0
160134_SUSE_SAP (0bea8bb8-d1cf-42c3-b45e-85d3ebcc1b80);128;100;15;32;2;381;28;68;112;139
162575_TM502200021 (82f32e02-3c34-4158-a4db-9a1d177267a6);32;100;0;24;9;1880;32;46;371;917
162781_TM502200065 (c11ff852-2a57-45ff-8cd0-3ff3612f06c0);32;100;0;24;2;524;8;9;45;498
162782_TM502200068 (b8a68f45-7365-44fd-a258-6a2f182a22f0);12;100;0;12;8;1297;34;2096;24;685
162786_TM501200039 (378dc861-340a-4eec-8a3c-b0b2ce7049b2);12;100;0;8;6;426;5;44;70;797
162794_TM520200009 (df8da180-0001-492c-982a-c58e7421b3f6);32;100;0;8;8;457;553;198;1136;594
162802_TM520200038 (3f097e3d-7222-46c3-aeea-f7fe0fbaf715);12;100;2;12;2;122;5;316;6;369
162823_TM502200151;12;100;0;8;1;21;0;12;0;0
162825_TM502200154 (1b834c65-1c4c-4ba0-93fb-2528775928bf);60;82;6;8;23;1209;632;335;318;145
162826_TM502200026_26%2f04%2f2018;24;100;0;12;3;262;12;20;6;20
1631598_SUSE_LINUX_ENTERPRISE_SERVER_12_64Bits;128;98;55;12;10;683;2;2;14;29
164387_GX_cl_Web_App (ef1c0d04-4f41-4ab4-b313-4ce927e270ce);4;100;4;4;17;776;196;104;327;151
164559_PF_IN_co_Web_App_Bd (427eb209-62ff-46d2-827e-b1c3c1f13533);4;100;0;2;4;65;0;2;1;1
164705_FE_cl_Mail (eac4f5c8-a0d5-44f6-a76b-f0a58c66ba5a);8;100;0;8;86;4965;183;57;302;91
164711_FE_cl_Bd01 (ba823eff-2657-4cd3-8045-7b87d044bb68);24;100;0;8;88;3236;551;136;1567;3080
165326_SUSE_HANA_12_SP2 (5005b593-0a0f-42d4-8ffa-326d8fc01793);1024;87;140;48;5;1133;672;151;1642;430
168115_WebJakemate (d62dc8d6-b1f1-4a88-8c62-9199cb5d6829);24;99;0;8;6;313;625;223;496;227
168116_WebData;8;95;0;2;19;266;0;0;0;0
168117_Task_081018;6;100;0;4;58;2211;84;49;76;26
168117_Task_9112018;6;100;0;4;31;891;47;16;103;54
168120_Remo (1f424c20-c04e-4b38-95e2-7c9fd967efdf);8;100;0;4;5;255;0;0;0;0
168125_Gestor;8;100;0;4;14;386;22;16;42;77
169943_S4HANA 1610_S4D (258f9bdc-d26b-46cf-882e-19bf905011ee);160;100;0;12;11;808;194;82;987;3209
170065_SAP_ ERP_ DEV (77de1589-dfe2-4fe5-ad81-a85da7141b9e);24;99;0;6;15;1290;2185;2240;11272;6161
170068_SAP_BW_Productivo (1515565d-5b46-4994-8cd5-f9c8ed83d5bc);16;98;0;2;2;278;6;445;9;614
164390_GX_cl_Bd (9e365a63-7ec6-4f24-abc9-e28cb26fd0e8);12;100;0;4;11;409;147;61;128;67
164559_PF_co_Web_App_Bd (427eb209-62ff-46d2-827e-b1c3c1f13533);4;100;0;2;4;42;0;2;0;0
164705_FE_cl_Mail (eac4f5c8-a0d5-44f6-a76b-f0a58c66ba5a);8;99;0;4;39;1632;156;50;266;81
164709_SE_cl_App02 (1de00102-727a-4b4e-98d2-12f897fc30f3);4;100;0;4;54;1922;101;35;89;31
164711_SE_cl_Bd_0811_restored;24;100;0;4;4;30;0;0;0;0
165326_SUSE_HANA_12_SP2 (5005b593-0a0f-42d4-8ffa-326d8fc01793);513;100;31;12;45;3580;1284;445;2870;1379
166103_SUSE_LINUX_ENTERPRISE_SERVER_12_SP (96580cd8-5590-4765-b44d-f6892d237301);48;100;1;8;5;424;521;1009;218;722
168116_WebData (38fd8433-db2a-442a-b40a-c5c4cd91a708);8;96;1;2;4;43;0;0;0;0
168122_JakemateDB_09012018;24;100;2;8;16;977;19;9;505;519
168122_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;32;100;2;8;23;1514;19;577;498;534
168123_Hermes;2;87;0;2;8;74;0;0;0;1
168124_ServiceDesk (678ff619-ec8d-4eed-94f6-906fc7fdd7ca);4;100;0;2;7;112;1;2;4;2
168131_Datos (36e6416f-2189-4a2b-aa43-905b76f8fb2a);8;100;0;2;115;1936;193;392;578;413
169943_S4HANA 1610_S4D (7f6d8894-0c25-415e-80a8-36b9cf595437);160;4;0;12;0;5;0;0;3;1
170072_SAP-PI-PO-Productivo (6a8c72cd-a386-4be3-97cf-d9091dce8fd7);64;99;0;8;2;147;95;42;71;1213
170073_SAP_GW_28052018;24;100;0;4;1;119;0;13;0;1470
170259_ZEUS_0111;56;80;0;8;1;15;0;0;0;0
170260_IRCC-SQL02-AZ (48e9f4c5-5351-4dbe-8614-26a80f5b5df3);8;100;0;4;8;479;57;28;102;38
170261_CLUSTER2 (37b7ab64-b74a-4ced-aa54-f87bf5fb018a);32;59;1;4;9;545;28;45;169;266
170410_KRAKEN (36a3e4bb-a84a-49cf-bad1-dc120b90baee);8;100;1;4;4;265;137;582;97;376
170514_MINERVA (e9535047-57d1-4e12-b0a9-2e1a8dc9faf3);6;100;0;4;119;1110;3;26;25;28
170523_DINAMICO2 (80513846-aa24-4293-be5e-bcb52d2f5797);4;92;0;2;48;711;38;13;8;6
170523_DINAMICO2_;4;100;0;2;113;294;51;13;9;3
170523_DINAMICO2_0904;4;100;0;2;2;120;0;8;0;1
170524_DINAMICO3 (95b2beb5-e854-4c4a-8e42-72ae9b45313d);4;100;0;2;10;217;5;30;3;180
170526_DINAMICO5_NAGIOS_new;4;72;0;2;7;237;2;0;2;1
170541_VULCANO_PD (65a53b7d-5915-462a-9468-1ad61b3111f4);4;100;0;2;7;308;0;18;0;2
170543_OMEGA_AD (ca71746a-b30e-41b3-a9c8-84d37191f6b3);4;100;0;2;15;222;23;68;19;31
172641_BLD-VRTL-TS108_WIN_2008_R2_STD_x64 (b6ff3ccf-3287-4143-9d36-b26a5ff722f6);12;100;0;6;52;2480;767;282;217;107
172641_BLD-VRTL-TS308_WIN_2008_R2_STD_x64 (df8f1a70-24ff-4e4f-a7b7-2f07931fa013);12;100;0;6;52;2262;529;219;165;73
172641_SRV-EXCHANGE_WIN_2008_R2_STD_x64 (c0725302-b15d-4454-92af-abc2431713a4);6;100;0;2;5;395;1;3;5;1
866891_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;64;100;1;12;54;4292;2852;9236;38811;15244
866907_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;16;42;1;8;2;187;44;17;52;17
878170_WINDOWS_SERVER_2016_DATACENTER_CLONE;56;30;4;12;1;13;0;0;0;0
883893_WINDOWS_SERVER_2012_R2_STANDARD_64Bits;64;100;12;16;26;3572;97;78;52;42
886313_TARGETDB_NODO2;96;42;6;10;0;94;0;1;0;0
892310_CENTOS_7.6_ORACLE_EXPRESS2;8;100;0;4;0;46;0;0;0;0
892310_MASTER_LTCL_SAS_CENTOS_7.6_2 (185f92c0-01ce-4b63-8f3f-f8a1dc1f1dfe);4;57;0;2;18;194;0;0;0;0
892310_PAGINA_WEB_GLX;6;95;0;2;45;0;0;0;0;0
892569_SIGEL_MINTIC;8;100;0;8;12;292;0;0;0;0
894112_TM520200009 (df8da180-0001-492c-982a-c58e7421b3f6);32;100;0;8;15;519;762;228;19783;6186
894132_TM502200111 (58efc55a-cecf-4940-8ccf-55a16e949344);16;100;0;8;1;326;10;16;5;250
894161_TM512200015_2012;32;100;0;16;13;1488;203;111;762;4571
894181_PIVOTE_UARIV_Windows_Server_2012_STD;4;100;1;1;2;224;3;6785;0;3340
894302_DEBIAN_SERVER_9_64Bits (5529ef82-e027-43fa-a57a-6fe355ca8b46);32;100;5;12;5;576;961;364;771;272
909498_WINDOWS_SERVER_2012_R2_DATACENTER_64Bits;8;100;0;4;17;613;0;0;0;0
91381_APPSERVER_PROD_restored;32;48;0;4;33;0;109;0;106;0
91381_Portal_Web_Uniagraria_Prod_test;6;96;0;2;29;240;17;12077;531;359243
921899_CENTOS_SERVER_7.0_64Bits;64;96;12;32;1;403;0;177;0;155
923610_REDHAT_ENTERPRISE_LINUX_7.0_64Bits;32;99;3;6;52;3196;257;201;846;434
92463_ATOS_GeoFull (f6bba279-988c-404a-879d-6203f70704de);4;100;1;4;1;146;6;8;41;99
925992_WINDOWS_2012_R2_STD (e8f8a8af-1203-4b21-be21-5192a41b9941);8;100;0;2;3;180;2;20;2;1
930992_CC_WEB;128;19;14;8;2;566;4;824;4;14
930996_SIGM_TRUE_PERMIT_01;128;16;4;12;0;256;0;74;0;0
937904_WINDOWS_SERVER_2016_DATACENTER_64Bits;20;100;3;4;83;2713;2459;1440;28;53
94900_ATOS_AVL (e45348f5-dfcd-48d8-9f0f-145689cf4e96);4;100;0;2;1;40;3;1;0;0
94901_ATOS_lrja-app (7d2cddfc-5dfb-49f6-9624-4ac7cc5f8647);2;94;0;1;5;32;6;2;535;138
95454_UNIVERSITARIA_VIRT_WIN_2012;12;80;2;4;32;810;7;3;196;71
95454_UNIVERSITARIA_VIRT_WIN_2012_14-12-18;12;79;1;4;31;976;5;5;119;38
96024_IMPORTADORA_Y_EXPORTADORA_Y_COMERCI (5c4e1faa-a674-479b-a1c7-24f552da41bc);8;100;0;2;17;330;1;13;4;4
964192_WINDOWS_SERVER_2012_R2_DATACENTER_64Bits;8;100;1;2;10;333;2;73;2;2
96522_UNICOLMAYOR_ACADEMUSOFT;72;9;0;10;1;32;9;1;70;21
96522_UNICOLMAYOR_ACADEMUSOFT_0311;64;99;5;10;1;136;33;267;86;38
96523_UNICOLMAYOR_PRUEBAS_CLONE;8;50;1;4;1;108;0;0;0;0
96524_UNIVERSIDAD-COLEGIO-MAYOR_MOODLE_OL (99910050-59a1-44ed-a3a8-c2641597a8ec);8;100;2;4;10;736;172;100;191;3674
970594_FE_cl_App03 (442ed539-76fd-4235-b5f6-469de72fc322);16;100;3;8;31;1869;121;43;155;44
971195_SUSE_LINUX_ENTERPRISE_SERVER_12_SP4_64Bits;4;49;0;4;0;3;0;0;0;0
97377_DISCOVERY_ENERGY_SERVICES_COLOMBIA_ (f1f31cde-7d0d-420a-a043-7f2761d8a9b6);4;100;0;4;12;98;2;1;3;5
97442_DISCOVERY_ENERGY_SERVICES_COLOMBIA_ (e2f7ec21-1e68-419a-865a-0e1b9e6ca969);8;100;0;4;3;63;1;0;1;0
974795_SIGM_WEB;128;17;5;12;1;292;1;5;1;1
974795_SIGM_web_new;2;100;0;4;3;166;0;0;0;0
98679_GDS-SER-DC (bec91ffb-3698-4884-b119-3c3564c1789f);1;100;0;1;4;266;13;4;18;10
98684_GDS-SER-MAPRED (8a0a8cb2-36c3-46b0-851c-4300515afdd5);1;98;0;1;1;221;0;0;0;0
98686_GDS-SER-NRW902 (3475664e-fbd4-44b2-884d-7f7f13082d18);4;100;0;2;9;182;65;35;36;23
98686_GDS-SER-NRW902 (7ce94e63-04cb-4606-8c5d-a25579deea0f);4;100;0;2;1;48;1;12;0;8
98794_Diverquin_SAS_WIN_2012_R2 (f2a87128-9cb2-4414-ba9a-af18b960c0e8);64;99;2;8;28;1953;449;354;635;267
